id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,room_type_number
42291461,Guaratiba,Entire home/apt,3,1,1,2,358.0,35,4.89,0
42292413,Copacabana,Private room,2,1,1,3,386.0,44,4.95,2
42322096,Joá,Private room,4,1,1,2,350.0,63,4.41,2
42325974,Santa Teresa,Entire home/apt,2,1,1,1,331.0,0,4.812309491059147,0
42329773,Ricardo de Albuquerque,Entire home/apt,2,1,1,1,100.0,0,4.812309491059147,0
42330256,Copacabana,Private room,4,1,1,3,464.0,46,4.93,2
42332116,Flamengo,Entire home/apt,4,1,1,2,629.0,39,4.85,0
42332284,Jardim Botânico,Private room,2,1,1,4,262.0,46,4.93,2
42333573,Leme,Entire home/apt,2,1,1,1,678.0,16,4.94,0
42334330,Copacabana,Entire home/apt,5,1,0,3,1086.0,174,4.97,0
42295063,Leme,Entire home/apt,2,1,1,2,399.0,10,4.3,0
42784892,Ipanema,Entire home/apt,3,1,2,2,450.0,10,4.9,0
42794554,Ipanema,Entire home/apt,4,2,2,2,1076.0,12,4.92,0
42795549,Botafogo,Entire home/apt,2,1,0,2,173.0,240,4.33,0
42334670,Copacabana,Entire home/apt,5,1,1,3,736.0,115,4.9,0
42335089,Ipanema,Entire home/apt,2,1,1,1,743.0,165,4.71,0
42335112,Copacabana,Entire home/apt,2,1,0,2,783.0,26,5.0,0
42351059,Catete,Entire home/apt,6,3,2,2,807.0,33,4.61,0
42351908,Ipanema,Entire home/apt,2,1,1,1,1051.0,28,5.0,0
42355075,Copacabana,Entire home/apt,6,2,2,3,1218.0,87,4.66,0
42801689,Botafogo,Private room,3,1,1,1,304.0,199,4.85,2
42814670,Jacarepaguá,Entire home/apt,2,1,1,2,440.0,1,5.0,0
42360068,Itanhangá,Private room,4,2,1,1,276.0,276,4.95,2
42362807,Irajá,Entire home/apt,2,1,2,1,358.0,0,4.812309491059147,0
42362814,Campo Grande,Entire home/apt,2,1,1,1,350.0,83,4.92,0
42363693,Jacarepaguá,Entire home/apt,4,2,2,2,1348.0,47,4.91,0
42364708,Santa Teresa,Entire home/apt,2,1,1,1,625.0,14,4.86,0
42377313,Ipanema,Entire home/apt,4,2,2,2,890.0,4,5.0,0
42824200,Leblon,Entire home/apt,2,1,1,1,306.0,2,4.0,0
42831215,Camorim,Entire home/apt,2,1,1,1,1194.0,12,4.75,0
42831220,Flamengo,Entire home/apt,4,1,2,3,386.0,1,5.0,0
42837068,Gamboa,Private room,2,1,1,2,165.0,42,4.93,2
42842088,Copacabana,Entire home/apt,4,1,1,2,400.0,0,4.812309491059147,0
42382099,Catete,Private room,3,1,1,1,700.0,0,4.812309491059147,2
42385510,Laranjeiras,Private room,2,1,1,2,500.0,3,5.0,2
42386997,Urca,Private room,2,1,0,0,170.0,6,5.0,2
42391491,Botafogo,Entire home/apt,6,2,3,5,950.0,1,5.0,0
42391514,Santa Teresa,Entire home/apt,2,1,1,1,498.0,8,5.0,0
42396190,Tijuca,Entire home/apt,3,1,1,2,259.0,48,4.94,0
42396424,Santa Teresa,Entire home/apt,6,3,3,3,1169.0,234,4.99,0
42396587,Ipanema,Entire home/apt,3,1,1,2,703.0,0,4.812309491059147,0
42849997,Copacabana,Entire home/apt,4,1,1,4,1000.0,79,4.7,0
42851241,Santa Teresa,Entire home/apt,7,2,3,4,300.0,0,4.812309491059147,0
42856338,Laranjeiras,Entire home/apt,4,2,2,3,679.0,164,4.84,0
42859079,Camorim,Entire home/apt,2,1,1,1,367.0,38,4.87,0
42861685,Copacabana,Entire home/apt,4,1,1,2,359.0,5,5.0,0
42880954,Jacarepaguá,Private room,2,1,1,1,162.0,16,5.0,2
42398016,Copacabana,Entire home/apt,4,1,0,1,671.0,35,5.0,0
42407927,Ipanema,Entire home/apt,4,2,2,2,1167.0,94,4.76,0
42411933,Copacabana,Entire home/apt,2,1,1,1,979.0,65,4.8,0
42413356,Recreio dos Bandeirantes,Entire home/apt,6,3,3,3,771.0,65,4.75,0
42413528,Lagoa,Private room,2,1,1,1,299.0,1,5.0,2
42421032,Copacabana,Private room,1,1,1,1,277.0,13,5.0,2
42432550,Copacabana,Entire home/apt,5,2,3,4,1200.0,39,4.79,0
42437947,Copacabana,Entire home/apt,4,1,0,1,290.0,0,4.812309491059147,0
42888223,Jacarepaguá,Private room,2,1,1,1,153.0,15,5.0,2
42902370,Jacarepaguá,Private room,1,1,1,1,120.0,152,4.99,2
42912685,Botafogo,Entire home/apt,5,2,2,3,707.0,47,5.0,0
42915232,Copacabana,Entire home/apt,4,1,1,2,956.0,8,5.0,0
42929081,Copacabana,Entire home/apt,4,1,1,2,590.0,88,4.92,0
42439786,Barra da Tijuca,Entire home/apt,2,1,1,1,473.0,180,4.76,0
42451854,Leblon,Entire home/apt,6,1,1,2,870.0,4,5.0,0
42460858,Ipanema,Entire home/apt,4,1,1,2,1069.0,1,5.0,0
42465899,Botafogo,Entire home/apt,3,1,0,1,1086.0,6,5.0,0
42470622,Anil,Entire home/apt,3,1,1,1,90.0,1,1.0,0
42489393,Copacabana,Entire home/apt,4,1,1,2,721.0,83,4.95,0
42938371,Camorim,Entire home/apt,2,1,1,1,548.0,20,4.55,0
42938738,Camorim,Entire home/apt,2,1,1,2,376.0,53,4.64,0
42974021,Ipanema,Entire home/apt,4,2,2,3,1156.0,126,4.98,0
42489487,Copacabana,Entire home/apt,4,1,1,2,894.0,149,4.92,0
42494177,Benfica,Entire home/apt,2,1,1,1,77.0,63,4.89,0
42509784,Copacabana,Private room,1,1,0,1,200.0,0,4.812309491059147,2
42514517,Botafogo,Entire home/apt,4,1,1,2,471.0,54,4.87,0
42528655,Barra da Tijuca,Entire home/apt,6,3,3,4,929.0,20,5.0,0
42529221,Campo Grande,Entire home/apt,4,2,2,1,350.0,0,4.812309491059147,0
42538150,Barra da Tijuca,Entire home/apt,5,1,2,2,716.0,121,4.96,0
42538919,Jardim Botânico,Private room,2,1,1,2,248.0,37,4.97,2
42999147,Guaratiba,Private room,2,1,1,2,70.0,0,4.812309491059147,2
42999660,Vila da Penha,Private room,4,1,1,2,380.0,8,5.0,2
43028962,Taquara,Entire home/apt,6,2,3,5,336.0,89,4.96,0
43054703,Urca,Entire home/apt,4,1,2,2,1050.0,71,4.93,0
42558670,Centro,Entire home/apt,4,1,1,1,287.0,442,4.84,0
42562887,Botafogo,Private room,2,1,3,4,236.0,16,4.81,2
42566696,Copacabana,Entire home/apt,3,1,0,1,819.0,80,4.78,0
42579451,Leblon,Entire home/apt,6,3,3,4,1227.0,68,4.51,0
42608296,Vila Militar,Entire home/apt,2,1,0,1,146.0,92,4.83,0
42608391,Copacabana,Entire home/apt,5,2,2,4,1286.0,25,4.84,0
42609918,Copacabana,Entire home/apt,4,1,1,3,900.0,61,4.98,0
43058241,Copacabana,Entire home/apt,3,1,1,1,1133.0,14,4.71,0
42616940,Barra da Tijuca,Entire home/apt,4,1,1,2,799.0,72,4.97,0
42623671,Copacabana,Entire home/apt,2,1,1,1,800.0,62,4.74,0
42625917,Ipanema,Entire home/apt,2,1,1,1,491.0,29,4.93,0
42641719,Taquara,Entire home/apt,2,1,1,1,231.0,23,4.78,0
42643219,Jacarepaguá,Entire home/apt,2,1,1,1,231.0,44,4.84,0
42659184,Campo Grande,Entire home/apt,9,1,3,7,250.0,40,4.88,0
42661321,Leme,Private room,2,1,1,1,410.0,8,5.0,2
43086833,Tanque,Entire home/apt,4,1,2,2,400.0,0,4.812309491059147,0
43096444,Ipanema,Entire home/apt,2,1,0,1,1040.0,108,4.69,0
43109156,Botafogo,Entire home/apt,2,1,0,1,480.0,33,4.85,0
43109951,Copacabana,Entire home/apt,2,1,1,1,393.0,52,4.79,0
43117093,Taquara,Entire home/apt,6,2,2,3,500.0,111,4.88,0
42669321,Barra da Tijuca,Entire home/apt,4,1,2,2,200.0,4,4.75,0
42681085,Flamengo,Private room,1,1,1,1,100.0,0,4.812309491059147,2
42687704,Itanhangá,Private room,4,1,1,2,500.0,0,4.812309491059147,2
42692612,Copacabana,Entire home/apt,4,1,1,3,857.0,92,4.96,0
42694683,Botafogo,Private room,2,1,1,1,389.0,7,5.0,2
43117569,Copacabana,Entire home/apt,4,1,1,2,682.0,84,4.92,0
43132958,Copacabana,Entire home/apt,3,1,1,1,657.0,42,4.4,0
43140492,Vicente de Carvalho,Entire home/apt,4,1,1,0,256.0,2,5.0,0
42756963,Jacarepaguá,Entire home/apt,2,1,1,2,705.0,69,4.86,0
42773560,Paquetá,Entire home/apt,7,3,3,4,1291.0,48,4.96,0
43625636,Jacarepaguá,Entire home/apt,2,1,1,1,428.0,82,4.87,0
43626836,Jacarepaguá,Entire home/apt,2,1,1,1,325.0,189,4.88,0
43626992,Jacarepaguá,Entire home/apt,2,1,1,1,341.0,168,4.9,0
43640867,Jacarepaguá,Private room,2,1,1,0,500.0,0,4.812309491059147,2
43655655,Copacabana,Entire home/apt,3,1,1,2,1038.0,112,4.73,0
43176072,Copacabana,Entire home/apt,5,1,0,4,681.0,282,4.8,0
43212629,Jacarepaguá,Entire home/apt,4,2,2,3,800.0,5,4.8,0
43235469,Centro,Entire home/apt,2,1,0,1,231.0,183,4.87,0
43236463,Barra da Tijuca,Entire home/apt,2,1,1,1,410.0,170,4.84,0
43238245,Copacabana,Entire home/apt,4,1,1,1,906.0,41,4.88,0
43248453,Copacabana,Entire home/apt,2,1,0,2,850.0,95,4.91,0
43663212,Jacarepaguá,Entire home/apt,2,1,1,1,410.0,106,4.92,0
43666057,Barra da Tijuca,Entire home/apt,2,1,1,2,234.0,165,4.64,0
43668321,Botafogo,Entire home/apt,5,1,2,2,457.0,53,4.74,0
43669095,Recreio dos Bandeirantes,Private room,3,1,1,1,117.0,32,4.84,2
43680420,Jacarepaguá,Entire home/apt,2,1,1,2,510.0,5,4.8,0
43697163,Jacarepaguá,Entire home/apt,2,1,1,1,478.0,83,4.92,0
43700231,Recreio dos Bandeirantes,Private room,2,1,1,1,286.0,21,4.9,2
43255430,Ipanema,Entire home/apt,4,1,2,2,1029.0,15,4.93,0
43264163,Leblon,Entire home/apt,2,1,1,1,914.0,35,4.69,0
43274956,Jacarepaguá,Entire home/apt,6,3,3,2,854.0,19,4.84,0
43293617,Copacabana,Entire home/apt,3,1,1,1,723.0,46,4.87,0
43301566,Ipanema,Entire home/apt,3,2,2,2,800.0,0,4.812309491059147,0
43301944,Jacarepaguá,Entire home/apt,3,1,1,2,510.0,1,3.0,0
43302170,Ipanema,Entire home/apt,3,1,1,2,1011.0,257,4.91,0
43317485,Recreio dos Bandeirantes,Entire home/apt,5,2,2,4,549.0,69,4.9,0
43318659,Barra da Tijuca,Entire home/apt,8,2,2,2,825.0,0,4.812309491059147,0
43347950,Recreio dos Bandeirantes,Private room,4,1,1,1,183.0,0,4.812309491059147,2
43349234,Vargem Grande,Private room,3,1,1,2,229.0,0,4.812309491059147,2
43396287,Jacarepaguá,Entire home/apt,3,1,1,1,415.0,20,4.85,0
43404300,Copacabana,Entire home/apt,2,1,1,1,986.0,104,4.74,0
43715082,Copacabana,Entire home/apt,4,1,1,3,691.0,32,4.44,0
43753633,Barra da Tijuca,Entire home/apt,2,2,1,2,550.0,6,4.17,0
43754037,Copacabana,Entire home/apt,4,1,1,2,799.0,100,4.92,0
43766830,Recreio dos Bandeirantes,Entire home/apt,6,2,3,5,370.0,35,4.97,0
43777874,Copacabana,Entire home/apt,4,1,1,2,1233.0,164,4.74,0
43442545,Ipanema,Entire home/apt,4,1,1,1,900.0,28,4.86,0
43457331,Recreio dos Bandeirantes,Private room,2,1,1,1,380.0,0,4.812309491059147,2
43460661,Parada de Lucas,Entire home/apt,4,1,3,3,180.0,13,4.92,0
43778415,Copacabana,Entire home/apt,4,1,1,2,981.0,117,4.72,0
43778886,Copacabana,Entire home/apt,4,1,1,2,880.0,151,4.82,0
43779428,Copacabana,Private room,1,1,1,1,206.0,20,4.6,2
43786252,Copacabana,Entire home/apt,4,1,1,2,770.0,105,4.76,0
43796223,Ipanema,Entire home/apt,4,1,1,2,587.0,65,4.72,0
43804320,Copacabana,Entire home/apt,2,1,1,1,889.0,15,4.13,0
43460771,Bento Ribeiro,Entire home/apt,4,1,2,2,280.0,40,4.95,0
43465334,Leblon,Entire home/apt,3,1,1,1,1157.0,32,4.91,0
43467879,Botafogo,Entire home/apt,4,1,1,4,617.0,48,4.58,0
43485697,Barra de Guaratiba,Entire home/apt,6,1,2,2,483.0,0,4.812309491059147,0
43485832,Santa Teresa,Entire home/apt,4,1,1,2,423.0,43,4.93,0
43495266,Leblon,Entire home/apt,6,0,2,4,1063.0,53,4.81,0
43509761,Vila Isabel,Entire home/apt,2,1,1,1,398.0,29,5.0,0
43535192,Santa Teresa,Entire home/apt,2,1,1,1,526.0,22,4.82,0
43545205,Copacabana,Entire home/apt,3,1,1,1,600.0,4,5.0,0
43563267,Copacabana,Entire home/apt,2,1,1,1,286.0,14,4.93,0
43816926,Copacabana,Entire home/apt,3,1,1,3,400.0,47,4.89,0
43820058,Barra da Tijuca,Entire home/apt,3,1,1,3,971.0,67,4.96,0
43830774,Campo Grande,Entire home/apt,4,1,2,4,183.0,33,4.82,0
43835338,Centro,Entire home/apt,4,1,0,4,714.0,135,4.93,0
43849514,Inhoaíba,Entire home/apt,8,1,2,8,1011.0,0,4.812309491059147,0
43878756,Jacarepaguá,Private room,2,1,1,1,600.0,3,5.0,2
43569150,Copacabana,Entire home/apt,3,1,1,2,777.0,227,4.54,0
43575791,Botafogo,Entire home/apt,4,1,0,2,969.0,35,4.83,0
43589337,Tijuca,Entire home/apt,4,1,1,1,150.0,0,4.812309491059147,0
43604252,Recreio dos Bandeirantes,Entire home/apt,6,2,2,4,700.0,20,4.35,0
43605023,Jacarepaguá,Entire home/apt,2,1,1,2,377.0,34,4.82,0
44341445,Campinho,Private room,2,1,0,3,70.0,16,4.75,2
43882456,Copacabana,Entire home/apt,6,3,3,6,780.0,15,4.8,0
43882505,Ipanema,Entire home/apt,4,1,1,2,1311.0,232,4.9,0
43884023,Jacarepaguá,Entire home/apt,2,1,0,1,350.0,72,4.99,0
43892012,Jardim Botânico,Private room,2,1,1,1,346.0,3,4.67,2
43910353,Camorim,Entire home/apt,2,1,1,1,481.0,47,4.77,0
43922291,Recreio dos Bandeirantes,Private room,2,1,1,1,1000.0,0,4.812309491059147,2
43924925,Leme,Private room,2,0,0,1,406.0,58,4.79,2
43951679,Copacabana,Private room,2,2,1,1,450.0,20,4.9,2
44352460,Ipanema,Entire home/apt,4,1,1,1,1269.0,96,4.72,0
44362295,Santa Teresa,Entire home/apt,3,1,2,2,414.0,122,4.83,0
44389903,Copacabana,Entire home/apt,4,1,1,3,156.0,26,4.38,0
44394406,Recreio dos Bandeirantes,Entire home/apt,6,1,1,3,267.0,59,4.73,0
44401575,Jacarepaguá,Entire home/apt,2,1,1,1,171.0,36,4.78,0
43971927,Brás de Pina,Private room,1,1,1,1,89.0,0,4.812309491059147,2
43979883,Copacabana,Entire home/apt,4,2,2,2,431.0,16,4.69,0
43983229,Copacabana,Entire home/apt,5,1,1,3,990.0,103,4.71,0
43983491,Copacabana,Entire home/apt,4,1,1,2,1150.0,3,5.0,0
43983800,Copacabana,Entire home/apt,2,1,1,1,950.0,6,5.0,0
44406825,Copacabana,Entire home/apt,2,1,1,2,304.0,135,4.84,0
44417926,Leme,Entire home/apt,4,1,1,2,1279.0,102,5.0,0
44429808,Copacabana,Entire home/apt,2,1,1,2,134.0,0,4.812309491059147,0
44434391,Botafogo,Private room,1,1,1,1,243.0,4,3.75,2
44446166,Barra da Tijuca,Entire home/apt,4,1,1,2,1093.0,9,5.0,0
44448270,Leme,Shared room,8,2,1,6,67.0,3,5.0,3
44448716,Leme,Private room,2,2,1,1,1027.0,30,4.67,2
44448815,Leme,Shared room,2,2,1,1,911.0,15,4.87,3
44455706,Leblon,Entire home/apt,2,1,0,1,836.0,26,4.96,0
44462189,Copacabana,Entire home/apt,2,1,1,1,902.0,43,4.79,0
44478912,Campo Grande,Entire home/apt,6,1,2,2,700.0,2,5.0,0
44484097,Barra da Tijuca,Entire home/apt,2,2,2,1,1225.0,6,4.33,0
44489675,Recreio dos Bandeirantes,Entire home/apt,2,1,1,1,240.0,215,4.82,0
43997610,Leblon,Entire home/apt,4,1,2,2,1037.0,115,4.64,0
44010317,Flamengo,Entire home/apt,2,1,1,1,586.0,91,4.85,0
44050919,Ricardo de Albuquerque,Entire home/apt,2,1,1,1,109.0,0,4.812309491059147,0
44051299,Paquetá,Entire home/apt,4,1,1,2,181.0,86,4.77,0
44086036,Leblon,Entire home/apt,4,1,1,2,1120.0,10,4.9,0
44087361,Copacabana,Entire home/apt,3,1,1,2,470.0,43,4.98,0
44089133,Botafogo,Entire home/apt,4,1,1,2,489.0,91,4.8,0
44096549,Botafogo,Private room,2,1,1,1,995.0,92,4.84,2
44493444,Campo Grande,Entire home/apt,4,1,2,4,192.0,32,4.72,0
44501659,Maracanã,Entire home/apt,2,1,1,1,103.0,23,5.0,0
44520706,Campo Grande,Entire home/apt,3,1,1,2,135.0,8,4.75,0
44099818,Barra da Tijuca,Entire home/apt,4,1,1,1,577.0,76,4.75,0
44148785,Botafogo,Entire home/apt,6,2,3,4,710.0,61,4.79,0
44149831,Ipanema,Private room,2,1,1,1,807.0,3,4.33,2
44150896,Ricardo de Albuquerque,Entire home/apt,2,1,1,1,100.0,0,4.812309491059147,0
44167624,Barra da Tijuca,Entire home/apt,6,3,2,3,720.0,7,5.0,0
44528162,Copacabana,Entire home/apt,3,1,1,1,800.0,0,4.812309491059147,0
44535866,Copacabana,Entire home/apt,4,1,0,2,1043.0,78,4.96,0
44539957,Barra da Tijuca,Entire home/apt,2,1,1,1,880.0,15,4.67,0
44555579,Copacabana,Entire home/apt,4,1,1,3,741.0,28,5.0,0
44193946,Jacarepaguá,Entire home/apt,3,1,0,1,729.0,4,5.0,0
44194414,Jacarepaguá,Entire home/apt,2,1,1,2,350.0,28,4.75,0
44194468,Laranjeiras,Entire home/apt,4,1,2,2,270.0,1,4.0,0
44211320,Jacarepaguá,Entire home/apt,2,1,1,1,500.0,115,4.93,0
44225491,Ipanema,Private room,3,0,1,0,1207.0,0,4.812309491059147,2
44226806,Ipanema,Private room,2,1,1,1,1232.0,5,4.0,2
44575527,Recreio dos Bandeirantes,Entire home/apt,2,1,1,1,255.0,68,4.82,0
44577721,Engenho Novo,Entire home/apt,6,1,0,2,411.0,84,4.92,0
44589721,Barra da Tijuca,Entire home/apt,6,2,3,4,1250.0,6,5.0,0
44599438,Centro,Entire home/apt,3,1,0,2,580.0,84,4.99,0
44631399,Ipanema,Entire home/apt,2,1,1,2,600.0,101,4.81,0
44251118,Centro,Entire home/apt,4,1,1,2,733.0,15,4.93,0
44252978,Barra da Tijuca,Entire home/apt,4,1,1,3,670.0,54,4.87,0
44279610,Copacabana,Entire home/apt,4,1,1,1,599.0,10,4.7,0
44279900,Barra da Tijuca,Private room,2,1,1,1,367.0,1,5.0,2
44285744,Copacabana,Entire home/apt,5,2,2,3,910.0,68,4.72,0
44641393,Barra da Tijuca,Private room,1,1,1,1,360.0,4,5.0,2
44667496,Centro,Private room,2,1,1,1,236.0,67,4.3,2
44678775,Jacarepaguá,Entire home/apt,2,1,1,1,640.0,84,5.0,0
44682305,Copacabana,Entire home/apt,2,1,1,3,714.0,99,4.92,0
44685402,Centro,Private room,2,1,1,1,224.0,134,4.39,2
44686105,Glória,Entire home/apt,4,1,2,2,870.0,1,5.0,0
44705960,Barra da Tijuca,Entire home/apt,7,3,3,5,386.0,0,4.812309491059147,0
44711504,Campo Grande,Entire home/apt,3,1,1,2,122.0,44,4.95,0
44301947,Jacarepaguá,Entire home/apt,4,2,2,2,944.0,29,4.79,0
44306111,Copacabana,Entire home/apt,4,1,1,1,971.0,18,4.56,0
44320349,Copacabana,Entire home/apt,2,1,1,1,646.0,167,4.74,0
44323940,Camorim,Entire home/apt,4,2,2,3,617.0,41,4.98,0
45224243,Copacabana,Entire home/apt,4,1,1,1,324.0,29,4.76,0
45243714,Leblon,Entire home/apt,4,2,2,2,569.0,20,4.6,0
45252598,Copacabana,Entire home/apt,9,2,2,8,1257.0,36,4.89,0
44741297,Botafogo,Entire home/apt,6,1,2,4,672.0,101,4.49,0
44749978,Copacabana,Entire home/apt,4,1,2,3,799.0,78,4.58,0
44761928,Barra da Tijuca,Entire home/apt,3,1,1,2,900.0,7,4.14,0
44815776,Copacabana,Entire home/apt,6,1,1,3,921.0,154,4.87,0
44899440,Copacabana,Entire home/apt,4,1,1,2,1070.0,79,4.82,0
44930161,Copacabana,Entire home/apt,3,1,1,1,899.0,143,4.85,0
44939130,Barra da Tijuca,Entire home/apt,5,2,2,2,1200.0,0,4.812309491059147,0
44961848,Copacabana,Private room,2,1,1,1,206.0,54,4.87,2
45257635,Recreio dos Bandeirantes,Entire home/apt,4,1,1,2,1200.0,62,4.63,0
45269057,Centro,Entire home/apt,15,1,2,3,250.0,22,4.68,0
45271109,Maracanã,Entire home/apt,5,1,2,2,300.0,9,4.89,0
45271565,Barra da Tijuca,Entire home/apt,2,2,2,1,328.0,0,4.812309491059147,0
45274824,Recreio dos Bandeirantes,Entire home/apt,6,2,2,2,997.0,10,4.6,0
45280786,Laranjeiras,Private room,1,1,1,1,558.0,46,4.91,2
45296830,Jacarepaguá,Entire home/apt,2,1,1,1,472.0,64,4.84,0
44969693,Copacabana,Entire home/apt,5,1,1,2,1070.0,40,4.95,0
44970160,Copacabana,Private room,2,1,1,1,206.0,53,4.94,2
44995244,Barra da Tijuca,Entire home/apt,3,1,1,1,442.0,83,4.94,0
44999734,Barra da Tijuca,Entire home/apt,3,1,0,0,800.0,9,4.22,0
44999908,Barra da Tijuca,Entire home/apt,2,1,1,1,180.0,49,4.33,0
45298347,Barra de Guaratiba,Private room,10,1,1,10,120.0,6,5.0,2
45300290,Barra da Tijuca,Entire home/apt,2,1,1,1,307.0,0,4.812309491059147,0
45309493,Ipanema,Entire home/apt,2,1,1,1,1029.0,5,4.6,0
45310295,Jacarepaguá,Entire home/apt,2,1,1,2,457.0,89,4.99,0
45324689,Barra da Tijuca,Entire home/apt,4,1,1,3,560.0,0,4.812309491059147,0
45013278,Barra de Guaratiba,Entire home/apt,8,1,2,4,514.0,134,4.93,0
45048536,Barra da Tijuca,Entire home/apt,2,1,1,1,604.0,25,4.96,0
45053217,Maracanã,Entire home/apt,5,2,2,8,544.0,62,4.81,0
45055282,Copacabana,Entire home/apt,4,1,1,2,590.0,146,4.65,0
45067473,Ipanema,Entire home/apt,6,1,1,3,867.0,42,4.5,0
45069020,Freguesia (Jacarepaguá),Entire home/apt,4,2,3,4,200.0,4,5.0,0
45076648,Barra da Tijuca,Entire home/apt,3,1,1,2,443.0,188,4.7,0
45080441,Copacabana,Entire home/apt,2,1,1,3,393.0,49,4.61,0
45329462,Botafogo,Private room,2,2,3,4,150.0,36,4.92,2
45331284,Barra da Tijuca,Entire home/apt,4,1,1,3,334.0,46,4.91,0
45331565,Centro,Entire home/apt,4,1,1,2,253.0,156,4.89,0
45359625,Centro,Entire home/apt,2,1,1,1,475.0,50,5.0,0
45360882,Jacarepaguá,Private room,2,1,1,1,214.0,51,4.8,2
45364033,Copacabana,Entire home/apt,4,1,1,1,1103.0,10,4.8,0
45378246,Copacabana,Entire home/apt,4,1,1,3,1092.0,229,4.91,0
45089898,Centro,Entire home/apt,4,1,1,2,551.0,34,4.97,0
45102081,Copacabana,Entire home/apt,3,1,1,2,1038.0,92,4.7,0
45103096,Centro,Entire home/apt,5,1,1,2,366.0,74,4.88,0
45117577,Centro,Entire home/apt,4,1,1,2,614.0,41,4.71,0
45127155,Copacabana,Entire home/apt,6,2,2,6,728.0,8,4.75,0
45134513,Copacabana,Entire home/apt,3,1,0,1,789.0,57,4.88,0
45385934,Santa Teresa,Private room,3,1,0,4,500.0,1,5.0,2
45386869,Copacabana,Entire home/apt,4,1,1,3,678.0,73,4.96,0
45394387,Barra da Tijuca,Private room,2,1,1,1,200.0,0,4.812309491059147,2
45400942,Jacarepaguá,Entire home/apt,2,1,1,1,402.0,81,4.83,0
45410146,Copacabana,Private room,1,1,1,1,194.0,113,4.91,2
45410915,Ricardo de Albuquerque,Private room,1,1,1,1,70.0,0,4.812309491059147,2
45412820,Leblon,Private room,2,1,1,1,600.0,42,4.95,2
45413048,Copacabana,Entire home/apt,4,1,0,3,835.0,17,4.53,0
45419848,Flamengo,Entire home/apt,4,2,2,4,1071.0,61,4.89,0
45161609,Ipanema,Entire home/apt,4,1,1,2,1093.0,82,4.96,0
45172851,Ipanema,Entire home/apt,2,1,1,1,647.0,55,4.87,0
45187763,Copacabana,Entire home/apt,2,1,1,1,329.0,54,4.87,0
45190777,Humaitá,Entire home/apt,6,1,3,5,1200.0,60,4.97,0
45423421,Copacabana,Entire home/apt,2,1,1,1,1038.0,80,4.61,0
45454207,Jacarepaguá,Entire home/apt,4,1,1,2,489.0,142,4.83,0
45454950,Centro,Entire home/apt,3,1,1,1,650.0,10,5.0,0
45456033,Centro,Entire home/apt,4,1,1,2,579.0,93,4.96,0
45463915,Centro,Entire home/apt,8,1,2,3,814.0,163,4.83,0
45208108,Camorim,Entire home/apt,2,1,1,2,742.0,0,4.812309491059147,0
45208236,Jacarepaguá,Entire home/apt,2,1,1,1,580.0,2,5.0,0
45213942,Barra da Tijuca,Entire home/apt,4,1,1,2,589.0,34,4.79,0
45215453,Barra da Tijuca,Entire home/apt,2,1,1,1,529.0,161,4.72,0
45480470,Jacarepaguá,Entire home/apt,3,1,1,2,455.0,89,4.82,0
45485132,Jacarepaguá,Entire home/apt,2,1,1,1,404.0,87,4.83,0
45486972,Andaraí,Entire home/apt,4,1,2,3,417.0,9,4.89,0
45487552,Andaraí,Entire home/apt,5,1,2,4,626.0,30,4.73,0
45489121,Copacabana,Entire home/apt,4,1,0,2,869.0,4,4.5,0
45491791,Leblon,Entire home/apt,6,2,3,3,299.0,32,4.53,0
45495919,Jacarepaguá,Entire home/apt,2,1,1,2,600.0,2,5.0,0
45496455,Camorim,Entire home/apt,2,1,1,1,314.0,1,5.0,0
45221114,Botafogo,Private room,3,1,1,4,186.0,31,4.68,2
45652519,Barra da Tijuca,Entire home/apt,2,1,0,1,406.0,19,5.0,0
45653544,Barra da Tijuca,Entire home/apt,2,1,0,1,436.0,22,4.95,0
45509923,Humaitá,Entire home/apt,4,1,1,2,833.0,90,4.96,0
45514562,Copacabana,Entire home/apt,4,1,1,3,876.0,138,4.65,0
45515234,Camorim,Entire home/apt,2,1,1,2,642.0,3,5.0,0
45515546,Leme,Entire home/apt,4,1,1,1,300.0,9,4.89,0
45517425,Barra da Tijuca,Entire home/apt,4,1,1,2,600.0,42,4.98,0
45664860,Leblon,Entire home/apt,7,3,3,5,977.0,14,4.43,0
45666287,Senador Camará,Private room,2,1,1,1,95.0,19,4.42,2
45529818,Botafogo,Entire home/apt,4,2,2,2,700.0,13,4.46,0
45531605,Copacabana,Entire home/apt,4,1,1,2,648.0,139,4.53,0
45540140,Campo Grande,Private room,2,1,1,3,111.0,19,4.95,2
45544327,Copacabana,Entire home/apt,3,1,1,2,535.0,128,4.49,0
45546647,Copacabana,Entire home/apt,6,2,3,4,1307.0,32,5.0,0
45666391,Copacabana,Entire home/apt,6,1,1,3,911.0,6,5.0,0
45669539,Copacabana,Entire home/apt,4,1,1,2,440.0,8,4.5,0
45669734,Ipanema,Entire home/apt,4,1,1,2,1355.0,24,4.38,0
45672587,Leme,Entire home/apt,4,2,2,3,857.0,29,4.83,0
45672884,Maracanã,Private room,5,1,3,5,529.0,3,3.67,2
45674044,Copacabana,Entire home/apt,3,1,1,1,400.0,4,5.0,0
